F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42
1.3724,1.2157,21.0181,2.279,66.3,41.7,1.7617,170.5,16.82,20.17,6.6559,76,110,0,0,12.58,43.21,72.0,30.0,2.32,1.87,4.401,27.805,5.3281,16.91,82.7,1.185,58.3,39.78,62.0,5.159,8.93,73.0,0.782,287.8,4.53,14.5,0,0,0,0,0
1.6433,1.4829,25.3903,2.407,68.7,38.9,1.2659,163.9,15.78,17.86,5.3542,82,137,0,0,27.06,43.68,70.8,43.9,0.58,1.14,6.257,19.496,4.4251,6.14,21.9,1.081,93.0,53.54,84.8,3.158,8.15,69.75,0.516,329.0,5.59,36.8,0,0,0,1,0
1.5026,1.5821,28.6338,2.123,115.8,28.3,1.3448,155.4,17.54,9.98,5.3199,68,103,46,0,13.22,42.38,93.7,15.1,1.25,1.73,6.057,23.305,2.084,83.14,11.2,1.067,51.6,66.14,41.0,8.148,14.34,68.16,2.905,371.3,6.52,93.4,0,0,0,0,1
1.1224,1.316,24.4813,2.495,72.7,20.0,1.3358,173.9,12.03,16.28,6.6258,77,119,44,0,5.0,42.05,91.8,12.0,3.92,3.45,6.53,26.208,2.9362,15.38,75.7,1.234,65.2,32.89,64.8,13.338,15.66,73.89,1.138,257.8,4.94,61.5,0,0,1,0,0
1.4563,1.4616,23.2929,2.333,67.4,41.5,1.92,168.4,18.36,10.74,6.159,60,120,0,1,9.1,36.69,79.7,19.1,5.5,2.23,6.068,22.758,4.2016,246.0,25.8,1.043,50.2,26.2,63.1,4.25,12.74,67.43,2.398,367.3,4.83,41.6,0,0,0,0,0
1.9333,1.1653,28.3859,2.424,74.9,20.0,1.6551,159.8,16.93,15.34,4.4963,86,140,0,0,46.54,42.35,69.2,12.3,1.31,2.84,3.0,30.62,3.3874,92.91,24.6,1.277,67.4,42.0,94.5,4.499,2.91,62.95,1.284,317.7,6.63,5.0,0,0,0,1,0
1.8598,1.0058,22.4453,2.469,87.0,37.9,0.7866,155.8,12.9,21.57,5.3699,76,174,74,0,20.7,42.35,54.5,22.9,3.27,3.2,7.596,12.124,2.8686,48.84,15.2,1.359,77.1,57.31,99.5,15.999,9.35,72.46,1.326,312.8,5.83,32.5,0,0,0,0,0
1.042,1.3387,25.3502,2.485,84.4,30.0,2.1101,168.6,12.24,18.39,4.7221,66,112,0,0,34.75,40.51,128.2,18.3,0.44,2.12,6.549,26.826,4.0179,78.9,3.5,1.14,32.1,24.81,87.9,9.917,6.24,62.9,1.097,245.2,5.46,19.5,0,0,0,1,0
1.3538,1.0202,24.3221,2.381,47.9,32.7,2.0457,166.8,16.57,12.65,6.8639,77,111,0,0,41.95,42.08,105.3,16.1,1.88,3.46,4.34,22.185,3.7499,39.66,5.1,1.371,112.6,29.26,65.2,4.829,2.0,70.15,2.006,218.7,2.8,25.4,0,0,0,0,0
1.3244,1.0187,26.3768,2.228,75.5,43.9,1.2624,166.5,21.01,16.92,6.1099,66,148,0,1,21.71,43.58,36.1,8.0,5.37,1.88,5.056,20.512,3.4181,28.55,46.4,1.096,106.0,35.85,71.2,0.675,15.58,73.41,1.273,341.9,6.39,14.6,0,1,0,0,0
1.2649,0.4794,20.9924,2.358,60.6,38.5,1.9802,170.4,16.72,21.54,5.0426,76,139,0,0,23.22,40.54,55.0,12.4,3.13,0.49,5.49,19.908,3.659,11.01,1.9,1.141,30.3,46.88,12.0,4.913,6.7,71.2,1.136,414.1,9.4,33.9,0,0,0,0,0
1.3961,1.1866,33.5214,2.388,61.0,24.4,1.8366,158.8,15.56,10.63,6.5436,65,141,38,0,13.15,44.77,59.9,19.1,3.33,0.97,5.226,18.103,2.7211,81.75,88.8,1.205,75.8,14.39,138.6,11.884,3.87,62.06,0.956,353.8,4.84,46.3,0,0,0,0,0
1.3462,1.2045,37.7747,2.466,103.5,43.9,1.755,160.0,19.65,10.19,7.157,81,124,0,0,5.0,45.07,59.8,15.8,2.12,0.98,6.938,5.77,2.8659,74.09,159.8,0.719,97.4,43.34,99.7,0.37,9.57,71.62,0.88,327.1,7.55,96.3,0,0,0,0,0
1.408,1.6523,22.9498,2.285,56.9,55.8,1.1524,173.8,13.46,19.8,5.0489,67,128,78,0,29.48,46.81,78.2,23.0,3.03,3.54,6.457,17.452,3.1114,26.24,15.7,1.145,100.3,80.14,63.1,1.224,14.88,65.44,4.69,339.6,7.28,46.4,0,0,0,0,0
1.2395,1.5632,26.0971,2.43,96.3,35.5,1.1282,167.6,16.47,14.15,5.1528,74,121,0,0,32.08,40.61,59.2,31.6,1.15,2.41,5.364,36.029,1.8761,33.44,72.3,1.173,49.6,25.15,107.2,7.855,5.28,70.23,2.184,260.4,7.03,66.9,0,1,1,0,0
0.9743,0.8792,30.4278,2.222,73.9,37.6,1.3147,162.9,14.98,19.13,4.6083,81,142,0,0,21.56,45.24,91.3,32.3,0.87,1.5,4.197,20.382,2.6461,43.3,4.3,0.922,46.9,28.48,85.8,10.5,14.58,70.87,0.686,148.4,4.9,60.2,0,0,0,0,1
0.8222,1.3376,34.4063,2.512,86.6,31.3,1.6448,154.4,13.95,17.86,3.548,86,125,70,0,34.04,38.05,30.0,42.3,2.17,1.2,4.617,18.807,1.769,84.88,8.9,1.038,87.4,5.0,41.6,1.038,13.04,76.66,2.626,301.9,7.44,38.0,0,0,1,1,0
1.2988,1.056,18.8668,2.326,86.4,33.8,1.5041,159.2,12.62,13.21,6.2395,82,109,0,0,7.08,40.98,49.3,17.0,0.42,0.69,6.226,23.613,2.569,178.77,7.9,1.29,59.1,20.05,105.8,0.686,11.88,64.24,1.349,316.4,5.14,44.6,0,0,0,1,0
1.0822,1.0751,30.0959,2.352,97.7,47.4,1.2194,171.0,16.41,15.45,5.173,85,139,52,0,5.0,44.39,37.0,14.7,0.84,2.9,6.27,27.542,3.3905,19.25,25.2,1.26,82.5,30.2,67.9,12.227,9.69,76.07,0.575,325.0,4.85,30.3,0,0,0,0,1
1.6647,0.7464,38.0167,2.236,82.4,27.8,1.7696,161.2,15.93,18.16,4.8822,77,137,51,0,24.54,46.52,30.0,26.7,1.06,1.12,4.789,25.965,3.3099,10.05,1.5,1.028,94.4,42.83,106.7,6.631,5.18,71.44,4.799,352.9,5.64,67.2,0,0,0,1,0
1.847,0.961,31.4145,2.453,99.2,36.2,1.6071,154.4,12.77,15.54,4.7926,84,125,0,0,17.23,44.89,84.0,33.3,5.65,3.23,4.491,12.817,0.8831,8.38,14.2,1.119,78.2,51.95,61.1,5.981,15.84,73.79,0.847,292.2,6.51,27.4,0,0,0,0,0
2.0199,1.0227,21.0708,2.524,107.7,35.2,0.782,176.0,18.11,20.86,6.0485,83,116,0,0,33.5,38.01,90.2,18.2,0.97,3.08,4.32,19.733,2.8832,38.75,25.8,1.432,82.8,72.6,44.9,12.132,21.35,70.33,1.449,262.7,7.55,47.2,0,0,0,1,0
1.7679,1.1035,36.8228,2.467,99.8,21.9,1.2171,171.3,13.96,11.97,5.727,89,135,31,0,11.81,44.11,94.4,25.5,1.55,2.31,4.914,13.969,3.4192,25.07,25.6,1.351,60.4,68.78,45.2,4.876,9.87,77.85,3.376,420.3,3.17,51.6,1,1,0,0,0
1.3482,0.6191,20.6824,2.413,35.0,33.9,1.5416,172.9,11.38,17.97,4.3614,57,109,0,0,21.34,41.39,94.2,22.1,1.25,2.55,4.51,20.329,1.2988,18.13,105.1,1.173,73.9,40.92,50.6,2.727,6.97,74.09,0.956,268.3,2.0,43.1,1,0,0,0,0
1.6555,1.1081,30.698,2.384,83.1,34.4,1.716,168.7,13.91,10.8,6.939,75,122,0,0,46.22,45.65,75.6,21.1,11.05,1.08,5.52,26.831,2.9772,49.39,23.1,1.059,53.2,66.89,109.4,9.401,5.5,70.03,0.844,254.3,4.67,74.3,0,0,1,0,0
1.3131,0.8801,21.5774,2.405,91.4,34.1,1.9297,173.7,20.71,19.18,4.9616,81,133,48,1,25.88,43.69,30.0,33.8,2.25,1.87,6.208,22.828,3.4934,29.38,40.4,0.97,65.6,25.76,66.6,4.635,16.79,74.08,2.012,288.6,6.15,44.3,0,0,0,0,0
1.2894,0.996,22.9944,2.424,59.5,26.5,0.9681,184.4,17.32,14.94,5.2382,64,122,45,0,16.56,43.35,105.0,37.7,3.42,1.57,4.995,16.912,3.4488,16.48,14.1,0.802,64.5,61.54,84.1,3.499,10.08,76.68,0.675,316.1,3.26,5.0,0,0,0,1,0
1.3397,1.0462,22.0753,2.5,85.5,39.4,1.4428,154.3,13.61,21.28,6.1106,72,113,0,0,7.3,42.2,108.5,25.4,17.49,2.44,4.79,13.833,1.7022,100.31,106.1,0.95,37.9,61.23,48.4,4.272,6.83,68.32,0.885,318.5,5.77,46.2,0,0,0,0,0
1.3233,0.9209,19.9431,2.324,81.7,31.5,1.4388,151.6,15.76,15.79,7.0982,99,124,0,0,6.25,45.18,53.6,15.7,0.42,0.8,7.32,13.665,2.2157,130.86,8.9,0.815,90.9,41.36,66.9,12.193,2.0,76.1,3.655,235.4,4.89,48.3,0,0,0,0,0
1.4841,0.8868,25.3754,2.432,40.1,25.8,0.6499,165.1,6.0,21.36,5.3114,65,110,0,0,27.82,46.49,62.0,20.2,2.44,2.75,6.501,14.474,2.914,18.91,22.6,1.205,74.4,52.31,100.2,0.992,5.57,75.02,1.265,312.6,5.79,56.0,0,0,0,0,0
1.4849,1.101,35.7314,2.216,69.3,23.3,2.0532,186.2,16.6,18.12,6.1509,70,113,29,0,5.0,43.2,70.7,8.0,0.67,1.52,4.431,29.916,5.3219,55.52,17.4,1.188,44.1,60.66,52.3,4.946,4.9,71.95,1.799,333.9,4.93,17.3,0,0,0,0,0
1.7301,1.0004,29.8563,2.467,61.7,54.3,0.982,171.6,18.65,19.35,5.5784,75,127,58,0,16.82,45.04,123.4,31.6,1.52,3.07,4.355,14.23,2.5794,30.54,14.2,1.22,119.1,45.93,66.2,5.264,11.58,66.92,3.05,366.8,3.78,54.7,0,0,0,0,0
1.5422,1.2669,25.4888,2.419,96.1,21.6,1.2146,149.3,12.79,20.31,4.5196,90,143,40,0,15.24,43.33,47.7,35.4,1.35,1.33,4.587,15.129,4.4123,34.46,2.7,1.429,62.2,38.9,101.1,2.014,2.0,68.62,3.767,443.9,4.16,20.0,0,0,0,0,0
1.4295,0.9929,33.4392,2.504,103.0,30.4,1.5856,169.4,13.85,14.28,3.9297,81,117,69,0,39.6,39.4,54.7,12.8,4.51,0.73,4.097,21.911,2.2309,12.72,29.0,1.094,86.5,65.54,37.5,6.553,11.07,74.12,3.135,417.8,6.59,60.4,0,0,0,0,0
1.9475,1.2506,33.553,2.372,76.7,26.7,1.5609,160.4,16.37,19.76,4.0628,85,135,0,0,16.91,47.91,61.8,8.0,4.21,2.41,5.421,24.445,2.5808,25.93,23.2,0.904,90.6,21.62,105.3,1.219,12.81,72.55,1.278,357.9,6.64,33.4,0,0,0,1,1
1.659,1.0378,25.0639,2.531,84.6,25.1,1.8938,173.3,16.82,17.71,6.4106,87,150,43,0,22.03,44.06,117.9,25.1,0.41,2.22,6.875,16.477,4.5756,99.04,46.3,1.52,85.7,41.52,86.8,5.239,11.67,68.05,4.774,300.0,5.52,21.3,1,0,0,0,0
1.3781,0.6492,24.8466,2.437,76.0,42.6,0.8767,179.2,17.5,19.41,6.2226,98,153,0,0,40.49,38.3,89.9,23.5,5.58,2.81,6.085,31.228,3.7987,53.83,25.1,0.828,59.9,44.31,94.4,11.517,13.25,68.03,1.756,244.5,5.55,50.6,0,0,0,0,1
1.3026,0.8734,25.9719,2.312,85.4,51.7,1.5117,181.4,11.96,17.24,5.0035,69,109,67,0,25.56,44.68,90.1,26.8,2.06,2.75,3.694,20.374,2.6699,41.45,9.8,0.929,114.0,52.41,86.8,1.566,10.32,69.14,1.78,284.9,5.78,8.9,0,0,0,0,0
1.6977,1.0118,39.3445,2.535,71.2,35.2,1.4308,186.1,13.47,14.13,4.5749,78,133,33,0,5.0,47.1,87.7,31.3,3.55,2.03,4.124,20.581,2.6975,12.82,8.0,1.207,62.1,65.5,124.8,4.47,19.48,69.01,0.812,394.0,6.83,10.7,1,1,0,1,0
1.5924,0.7817,39.825,2.323,67.9,36.9,1.4043,173.9,13.46,19.37,4.8658,90,114,47,0,10.35,46.34,104.2,14.1,5.62,1.79,6.213,12.534,3.828,41.5,20.7,0.778,60.7,50.8,64.8,6.251,2.98,73.03,2.162,165.2,7.68,34.1,0,0,0,0,0
1.7688,1.3381,25.6648,2.178,52.6,47.8,0.9358,183.5,19.04,9.62,6.4577,74,141,0,0,17.17,41.31,108.5,22.1,3.22,3.95,5.435,27.747,2.2432,69.91,15.7,1.006,44.0,27.67,59.9,11.762,2.0,73.76,1.579,245.2,5.8,62.4,0,0,0,0,0
1.4533,0.9821,16.0,2.474,86.2,39.0,0.9547,159.2,12.5,18.35,4.3883,66,132,0,0,28.95,43.52,35.8,31.5,5.37,2.09,5.329,11.419,4.5409,121.28,260.0,1.101,80.7,63.07,96.8,5.382,7.56,73.23,2.892,277.8,4.54,5.0,0,0,0,0,0
1.3168,1.6361,31.5027,2.15,78.3,36.7,0.8773,177.6,16.66,17.61,5.3768,53,141,0,0,24.31,42.79,45.7,38.2,1.2,1.67,5.048,16.838,2.3968,113.49,132.6,1.033,49.7,52.14,74.5,3.86,10.58,68.85,3.49,482.6,3.4,32.1,0,0,0,1,0
1.3917,0.9909,28.8003,2.642,59.0,30.8,1.315,180.4,21.71,11.81,2.9395,78,130,0,0,42.91,41.07,123.0,24.0,5.19,2.7,5.75,8.558,3.5629,280.0,149.6,1.193,56.6,22.03,76.4,7.788,14.41,69.23,2.372,329.1,7.73,40.0,0,0,0,0,0
1.286,1.3547,35.5177,2.433,76.0,38.7,1.3508,172.5,16.58,20.14,4.8787,79,125,0,0,19.7,44.73,75.0,29.5,1.79,0.99,4.552,16.211,2.906,35.91,14.0,1.118,100.4,34.42,80.2,2.839,18.11,70.99,4.805,250.3,6.49,54.9,0,0,0,0,0
1.2003,0.7268,30.4524,2.278,69.3,39.3,1.2892,155.5,18.49,12.78,6.2816,71,172,78,0,30.2,41.99,69.5,24.5,2.21,1.39,6.498,20.627,3.8942,48.22,26.8,0.991,41.2,36.83,134.9,1.035,5.31,68.62,1.426,328.9,6.0,58.8,0,0,0,0,0
1.9999,0.7064,33.6818,2.144,69.3,55.9,1.8623,173.8,15.57,13.42,4.0159,90,141,0,0,33.6,39.18,71.1,16.2,2.4,1.21,4.701,19.32,2.3293,44.15,18.2,1.271,89.8,9.74,23.6,9.634,9.17,69.06,1.664,425.5,6.18,32.7,0,0,0,0,0
1.5217,1.0613,26.297,2.515,67.2,46.4,1.3788,154.0,16.38,11.07,4.4861,89,89,0,1,29.45,42.8,53.9,28.2,0.89,0.47,5.974,13.012,4.1863,166.39,21.9,0.843,64.9,32.01,57.2,3.101,6.52,75.73,1.341,279.4,7.05,5.0,1,0,0,0,0
1.4461,0.9456,30.5494,2.347,101.2,33.1,1.334,158.8,15.13,16.22,5.1164,88,131,0,0,32.01,40.53,151.5,44.1,5.73,1.4,4.435,15.714,3.8676,71.36,10.1,1.148,35.3,52.53,37.0,4.609,5.39,68.58,4.38,364.5,5.76,36.1,0,0,0,0,0
1.2199,1.5403,33.1029,2.469,88.9,46.8,1.5011,168.0,17.62,12.33,4.1167,81,132,64,0,30.62,43.55,120.7,28.9,0.77,3.47,4.879,18.346,2.3098,73.75,17.3,1.26,87.9,61.06,47.6,3.533,10.43,76.73,0.688,257.8,6.18,60.8,0,1,0,0,0
1.5383,1.0818,32.5804,2.463,87.4,31.8,1.4207,176.6,16.01,11.06,3.5768,53,163,0,0,32.79,43.64,102.1,22.5,1.68,1.31,3.288,19.229,3.5528,99.7,46.8,1.087,60.6,89.01,106.9,2.002,7.04,69.48,2.848,270.0,3.83,42.9,1,0,0,0,0
1.526,1.2044,25.2014,2.323,55.0,33.2,1.8575,177.1,15.92,19.21,5.6255,79,142,0,0,34.32,44.31,99.3,22.0,0.51,2.11,3.0,11.608,3.6343,32.36,1.4,1.123,78.0,51.89,81.0,0.663,9.84,70.4,2.395,369.8,5.7,28.6,0,0,0,0,0
1.4183,1.148,30.9695,2.697,86.7,37.8,1.364,170.7,13.11,16.04,5.0947,82,109,0,0,28.28,41.04,114.7,22.1,1.67,2.77,5.979,19.804,4.954,49.15,15.0,1.24,66.3,73.37,138.8,2.12,8.05,77.9,1.017,267.9,5.13,45.5,0,0,1,1,0
1.4115,0.8415,23.7406,2.45,72.6,23.5,1.3039,171.5,16.56,15.35,5.3311,60,107,49,0,9.02,41.33,108.8,27.7,1.86,2.17,4.793,21.68,2.0829,125.07,212.8,1.354,63.4,47.01,87.2,2.381,9.2,67.05,2.82,302.8,2.09,20.0,1,1,0,0,0
1.1693,1.1622,31.849,2.362,96.8,22.3,1.3389,167.4,12.25,23.05,4.9188,85,124,0,0,30.73,44.56,117.6,21.4,1.87,1.95,3.892,23.593,2.3744,5.07,11.0,1.106,77.7,39.2,34.8,4.741,6.47,66.82,1.486,370.2,4.91,52.6,0,0,0,1,0
1.2696,1.2062,29.3926,2.333,53.3,29.0,0.6462,160.2,15.71,16.64,5.0601,83,136,0,0,23.39,41.6,82.6,26.8,2.22,2.82,5.895,15.132,1.2297,39.11,70.2,0.997,96.5,53.74,62.4,11.97,11.22,67.47,1.348,338.3,5.44,47.4,1,0,0,0,0
1.5301,1.4123,24.5196,2.11,80.4,35.9,0.6332,166.0,9.29,16.98,5.3962,73,116,0,0,24.89,45.72,94.5,28.5,1.88,2.18,3.949,19.948,2.972,57.89,20.1,1.07,61.3,48.76,93.4,4.417,9.96,65.43,0.977,354.5,7.07,58.0,0,0,0,1,0
1.2515,0.8571,23.04,2.292,79.9,42.0,1.6033,150.3,14.66,19.87,6.3565,73,126,78,0,5.0,40.09,78.0,36.9,1.85,1.88,5.391,21.367,2.8533,39.37,38.0,1.128,98.0,40.9,59.3,3.167,11.36,65.39,0.787,237.0,3.3,15.4,0,0,0,0,0
1.3001,0.9277,24.1042,2.363,94.8,35.3,1.3147,172.7,17.71,19.15,4.3127,88,155,0,0,9.86,46.84,48.2,38.1,12.01,0.69,4.49,24.176,1.7282,136.65,21.3,1.072,94.5,49.87,118.3,26.678,4.55,67.53,1.163,300.3,4.33,39.4,0,0,0,0,0
1.52,0.8527,34.9214,2.473,87.3,21.3,1.5821,160.6,15.0,15.03,5.3404,68,153,46,0,21.5,41.2,66.8,35.2,0.49,3.04,4.42,6.173,3.2324,15.99,23.4,1.077,86.8,46.45,94.3,30.0,5.6,74.59,5.465,398.0,5.65,61.9,0,0,0,0,0
1.6438,0.963,26.2611,2.396,74.4,20.0,2.3816,173.3,14.43,14.73,5.9979,81,116,79,0,27.57,42.56,59.2,30.1,1.76,3.73,6.043,18.628,1.9574,23.42,9.3,0.915,74.7,19.5,22.9,7.363,10.1,64.58,1.034,407.5,5.81,32.6,0,0,0,0,0
1.6502,0.9898,28.042,2.279,89.2,45.3,0.9149,171.1,14.77,16.61,5.438,73,132,0,0,13.62,44.93,73.7,19.0,2.62,2.71,3.442,17.211,4.1653,26.25,16.0,1.744,25.5,48.79,86.5,2.08,10.01,81.65,1.054,364.5,5.31,75.1,0,0,0,0,0
1.325,1.1524,25.8877,2.311,62.1,39.8,1.6578,151.4,18.36,15.97,4.8306,81,146,0,0,5.0,42.89,96.1,23.7,0.91,1.55,5.088,24.935,3.6759,6.33,23.7,1.062,23.5,56.44,47.4,9.476,12.96,65.99,1.349,306.9,4.77,36.9,0,0,0,0,0
1.4885,1.0968,26.6055,2.397,55.8,30.0,1.4066,170.3,15.27,12.31,4.1137,68,112,76,0,30.77,42.6,60.9,34.2,1.52,3.37,5.977,23.01,3.2677,50.86,8.2,0.964,104.6,31.28,81.2,7.768,10.22,72.0,2.163,220.3,6.69,54.4,0,1,0,0,0
1.2081,0.6713,19.7498,2.509,94.3,30.4,1.5592,168.7,14.74,19.19,6.6815,90,137,74,0,10.44,40.44,90.3,15.0,3.32,3.36,5.478,20.524,2.7012,57.66,2.0,1.27,81.6,16.26,62.6,0.538,8.92,66.2,1.464,366.3,2.84,9.0,0,0,1,0,0
1.3324,1.1493,35.6218,2.247,105.8,40.2,0.999,169.2,16.78,11.72,3.7438,82,154,0,0,20.13,46.5,43.8,20.5,1.77,1.92,3.462,26.025,2.2336,280.0,98.7,1.112,99.1,26.38,39.2,0.82,9.7,75.7,1.326,472.9,5.13,54.5,0,0,1,0,1
1.2057,1.3127,26.0976,2.555,58.5,43.2,2.0118,176.0,13.49,16.88,6.2459,65,135,0,2,9.78,39.89,105.6,41.8,1.13,2.29,4.532,15.698,2.3604,115.85,32.3,1.5,122.2,59.25,64.4,12.4,3.63,75.06,3.574,418.8,3.24,52.8,0,0,0,0,0
1.1982,0.9349,22.7336,2.262,82.1,30.5,1.2126,177.8,12.58,14.41,6.8138,77,115,78,0,6.11,42.54,34.7,32.9,1.26,2.65,4.773,17.293,3.0935,247.83,70.6,0.964,55.6,82.83,27.6,2.425,15.97,70.62,1.475,278.6,5.76,48.7,1,0,0,0,0
1.4645,0.8603,23.7638,2.6,75.1,33.4,1.5975,160.9,12.36,16.9,5.7838,92,147,0,2,48.17,40.27,67.4,37.0,1.31,3.06,6.393,18.053,3.0915,24.28,4.0,1.195,98.0,31.07,66.7,20.609,4.82,79.17,1.097,120.0,4.76,54.5,0,0,0,0,0
1.4742,1.0448,21.0556,2.394,82.6,39.0,1.3874,180.7,19.12,12.42,6.8874,85,164,53,0,13.45,40.74,76.6,18.4,6.02,1.13,5.164,20.637,2.5439,100.92,6.4,1.016,53.4,21.4,103.4,6.925,22.43,69.62,2.306,274.5,6.31,84.7,1,0,0,1,0
1.586,1.2863,24.3318,2.418,88.2,21.9,0.8673,159.5,11.57,18.49,3.5987,84,137,34,0,5.76,37.51,90.6,32.6,3.93,1.18,6.349,12.937,1.6292,59.58,5.1,1.176,65.2,37.63,38.0,16.244,7.93,65.43,4.533,401.1,3.15,46.4,0,0,0,0,1
1.609,0.7282,28.2697,2.491,117.4,27.2,1.5637,168.6,13.2,16.48,5.4253,87,124,26,0,13.89,41.87,113.3,28.7,0.71,1.87,3.291,16.471,2.5257,46.12,37.6,1.434,90.3,31.14,70.0,8.141,9.95,66.19,1.503,279.6,6.68,75.3,0,1,0,0,0
1.4915,1.0791,32.8291,2.566,84.5,40.7,1.6899,162.1,17.65,15.18,5.643,82,140,0,0,39.46,42.36,84.7,21.6,0.72,0.86,5.331,30.418,2.2115,130.4,17.6,1.322,75.9,16.42,84.1,6.665,15.62,69.14,1.079,318.8,2.23,7.0,0,0,1,0,0
1.2434,1.2258,28.3293,2.424,90.8,38.9,1.2876,186.6,15.02,14.75,4.2167,87,114,0,0,8.67,49.89,70.8,36.9,1.47,1.25,6.526,23.978,2.0963,22.69,10.3,0.846,66.5,7.04,97.9,8.701,16.48,68.13,0.656,324.7,2.57,38.7,0,0,0,1,0
1.5179,1.1417,30.9816,2.4,83.1,39.6,0.5155,172.0,23.23,14.27,3.8971,88,136,62,0,32.3,48.32,65.7,13.4,1.16,2.75,3.0,25.115,2.9482,19.03,14.3,1.06,77.5,14.59,53.7,1.516,12.7,62.26,0.663,263.4,6.65,63.5,0,0,1,0,0
1.0633,1.2368,31.5991,2.28,71.0,28.1,1.241,166.9,14.72,16.49,4.649,78,100,64,0,8.3,41.63,102.2,35.8,2.67,3.77,4.254,16.767,1.6023,167.49,3.2,1.133,38.5,64.89,30.4,8.873,11.55,74.65,1.222,264.4,4.39,64.9,0,0,0,0,1
1.7317,0.916,23.108,2.406,67.7,41.2,1.4862,168.5,14.42,13.22,5.9632,56,160,52,0,32.06,42.28,111.8,36.2,5.14,0.2,3.687,21.562,2.9405,27.19,48.8,1.276,104.7,48.01,49.3,2.486,4.14,78.86,1.485,260.2,4.71,25.4,0,0,1,0,1
1.7022,0.8869,26.309,2.518,81.1,53.7,0.9326,162.9,16.17,16.92,5.7239,77,142,0,0,11.44,41.08,103.4,26.3,2.14,4.07,4.734,22.004,2.3899,28.3,38.6,0.919,52.2,34.06,55.2,0.912,2.0,68.05,2.661,243.4,5.12,63.6,1,0,0,0,0
1.3017,1.1447,20.7851,2.716,54.9,34.2,0.9616,172.6,14.64,18.61,5.2609,61,138,35,0,32.8,45.08,64.8,17.4,1.27,2.22,5.134,20.953,4.276,280.0,49.6,1.316,79.4,76.21,111.0,1.229,10.88,69.91,0.91,120.0,4.86,52.7,0,0,0,1,0
1.4255,0.8963,33.8819,2.576,108.0,29.9,1.6339,162.9,18.17,15.55,6.0367,71,121,42,0,15.48,40.26,111.2,27.9,1.18,1.46,6.618,33.512,2.25,13.78,15.7,1.114,99.2,65.01,47.6,9.663,2.53,76.26,1.467,344.4,6.2,38.7,0,1,0,0,0
1.7753,1.2435,27.0598,2.315,58.7,30.9,1.8221,184.5,19.15,19.42,3.1814,101,139,0,0,42.42,43.66,95.3,14.0,1.88,2.0,5.773,17.82,1.8484,16.3,93.6,0.671,55.4,5.0,59.9,3.878,2.0,71.77,2.536,316.0,4.9,15.0,0,0,0,0,0
1.8623,0.8617,32.1427,2.478,55.1,24.5,1.4917,160.8,19.74,18.13,3.8949,77,138,0,0,10.85,38.12,103.8,9.3,3.8,3.19,3.853,19.399,1.1182,280.0,26.3,1.171,86.2,81.65,10.0,2.117,3.79,63.54,1.688,440.5,3.85,39.0,0,0,0,0,0
1.5958,0.7557,35.3433,2.31,63.6,35.3,1.218,168.8,13.5,10.9,5.8317,64,145,62,0,38.03,44.68,80.9,17.4,9.55,1.19,4.686,20.169,1.9648,17.72,5.9,1.193,60.6,61.66,64.5,3.802,18.36,71.56,2.588,354.0,5.4,52.6,0,0,0,1,1
1.3236,1.0059,29.2651,2.416,62.6,38.4,1.1554,190.3,18.96,20.28,5.5363,77,164,0,0,34.15,44.11,72.6,45.7,7.27,2.3,5.215,22.917,1.625,66.83,48.1,1.097,36.7,17.24,10.0,2.286,13.29,77.04,0.99,327.6,2.44,60.2,1,0,0,0,1
1.5561,1.0828,32.3925,2.462,58.8,40.6,1.4884,161.9,11.37,21.67,5.471,71,102,58,0,37.1,46.14,87.1,19.6,0.58,1.89,3.263,17.46,3.2924,101.09,5.4,1.332,101.1,63.49,60.4,0.963,11.73,72.23,0.424,286.4,5.63,16.0,0,0,0,0,0
1.6406,1.1122,31.2934,2.311,53.8,29.2,1.0704,158.8,22.3,17.31,4.2039,74,142,0,0,22.61,37.12,102.8,34.7,4.52,2.9,3.539,26.678,2.8496,280.0,11.6,1.327,64.7,42.92,68.1,0.842,2.0,73.91,1.671,322.1,4.83,57.5,0,0,0,0,1
1.1922,1.4521,24.6973,2.429,80.5,23.9,1.1663,165.8,11.3,13.11,3.7248,55,169,0,0,10.55,40.24,88.1,13.1,4.24,1.71,4.658,20.133,3.7928,67.89,55.0,1.129,65.6,53.04,22.1,4.312,9.86,81.13,4.111,258.5,3.84,56.9,0,0,0,1,1
1.3922,1.2491,27.3245,2.409,60.3,27.4,1.0197,171.0,11.63,22.82,3.5035,56,155,66,1,19.11,48.38,58.4,30.8,0.72,1.71,5.916,20.955,4.0766,79.58,7.0,1.169,31.9,37.82,79.2,14.163,7.91,67.78,2.269,264.4,3.69,38.8,0,0,0,0,0
1.7839,0.7086,23.056,2.197,72.5,32.7,1.5992,174.1,18.78,15.06,7.1119,83,152,0,0,43.51,39.99,94.4,24.1,2.18,2.19,5.622,18.244,1.6861,95.17,11.1,1.275,96.3,58.62,53.7,16.401,11.11,67.98,0.478,437.2,8.1,90.3,0,0,0,0,0
